Entry	Gene names	Organism	Gene ontology IDs
A2BMN0	Hbut_1417	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005524; GO:0016887
Q9UXT2	PAB1163	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003824; GO:0005975
G0EE01	Pyrfu_0045	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004674; GO:0005524; GO:0016020
Q9V279	PAB3055	Pyrococcus abyssi (strain GE5 / Orsay)	
I6U6S2	PFC_03465	Pyrococcus furiosus COM1	GO:0000272; GO:0008810
Q8U3U2	PF0363	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004565; GO:0005975; GO:0009341
G0ECW0	Pyrfu_1826	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q8TVM7	MK1361	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016787
I6TW95	PFC_03450	Pyrococcus furiosus COM1	GO:0003677; GO:0003700; GO:0046914; GO:0046983
P56863	sat PYRAB11700 PAB1595	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0000103; GO:0004781; GO:0005524; GO:0070814
Q9YCL8	cas1 APE_1240.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677; GO:0004519; GO:0043571; GO:0046872; GO:0051607
G0EFY9	Pyrfu_1231	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EE84	Pyrfu_0909	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008138
I6TWX9	cas1 PFC_04810	Pyrococcus furiosus COM1	GO:0003677; GO:0004520; GO:0043571; GO:0046872; GO:0051607
G0EGC9	Pyrfu_1295	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
G0ECB3	Pyrfu_1626	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9V2L2	PYRAB00630 PAB2303	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0008660
A2BJ49	Hbut_0136	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016829; GO:0051536
Q05E12	APE_1409a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G8ZGZ0	PAB0531.2n	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BKS6	Hbut_0733	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9V095	PAB0600	Pyrococcus abyssi (strain GE5 / Orsay)	
I6UNY0	PFC_02810	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
A2BJQ2	Hbut_0341	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9V059	PAB1741	Pyrococcus abyssi (strain GE5 / Orsay)	
G8ZGC7	PAB2063	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BJS9	Hbut_0368	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004176; GO:0004252; GO:0005524; GO:0016021; GO:0030163
Q9YC71	APE_1380.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005524; GO:0016887
I6V0C7	PFC_02505	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
Q9YDZ4	APE_0775	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q05DW9	APE_2458a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q8U4R3	PF0010	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0008660
Q9V0K7	soxB PAB1843	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016491
I6TXP7	PFC_06440	Pyrococcus furiosus COM1	GO:0008137
A2BN59	pfdA Hbut_1601	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005737; GO:0006457; GO:0016272; GO:0051082
A2BK82	rps9 Hbut_0533	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003735; GO:0005840; GO:0006412
A2BMX9	Hbut_1518	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TV55	rps8e MK1545	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0005840; GO:0006412
Q9V1S3	PAB2112	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016874; GO:0048037
Q8U3K2	gor PF0464	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0009055; GO:0043797; GO:0046872; GO:0051539; GO:0055114
F0QUC4	VMUT_1629	Vulcanisaeta moutnovskia (strain 768-28)	
Q9Y9C2	APE_2365.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0032040
A2BKY1	Hbut_0789	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
Q8TX58	queE MK0818	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016829; GO:0046872; GO:0051539
A2BJY4	Hbut_0429	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9YD98	APE_1014.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016788
G0ECL1	hjc Pyrfu_1726	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0000287; GO:0003677; GO:0006281; GO:0006310; GO:0008821
Q8TYF2	MK0348	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9V239	PAB2195	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004222; GO:0016021
Q9UZ25	PAB0877	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004789; GO:0016301
G0EGU3	Pyrfu_1383	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004852; GO:0033014
G8ZJ52	hypE-like PAB0403	Pyrococcus abyssi (strain GE5 / Orsay)	
Q8TVE8	rpl24e MK1444	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872
Q9YA52	APE_2086	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0008033
A2BKI1	Hbut_0635	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005315; GO:0005886; GO:0006817; GO:0016021
G0EDF2	Pyrfu_0768	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
I6UXF9	PFC_01470	Pyrococcus furiosus COM1	GO:0016021
Q8TXX5	MK0534	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8U259	tdh PF0991	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005737; GO:0006566; GO:0008270; GO:0008743; GO:0016597; GO:0019518; GO:0051289; GO:0070403
Q9V244	PAB0156	Pyrococcus abyssi (strain GE5 / Orsay)	
G0ECE6	rpl3 Pyrfu_1660	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003735; GO:0005840; GO:0006412; GO:0019843
Q8TV78	MK1515	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003700
Q9UYW0	PYRAB13970 PAB1451	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003824; GO:0008152; GO:0046872
A2BN80	Hbut_1626	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016903
Q9YAR6	APE_1877.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004252; GO:0016021
Q9UZ66	PAB0849	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9V228	asnS-like PAB2356	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004812; GO:0005524; GO:0006418
A2BKJ3	Hbut_0647	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
I6V0A9	PFC_02405	Pyrococcus furiosus COM1	
G0EH24	Pyrfu_0605	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0ED94	prf1 Pyrfu_1919	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005737; GO:0016149
I6V072	PFC_07170	Pyrococcus furiosus COM1	GO:0008168
Q8TWW5	MK0916	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021
Q8TY47	MK0459	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
G0EDZ6	Pyrfu_0040	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9V255	PAB2205	Pyrococcus abyssi (strain GE5 / Orsay)	
G0EEI6	Pyrfu_0155	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016787
Q9YCD4	APE_1322a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021
Q9V0L2	aspC PYRAB07770 PAB0525	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004069; GO:0005737; GO:0009058; GO:0030170; GO:0080130
G0EHB5	Pyrfu_0621	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EHD7	pyrG Pyrfu_0643	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003883; GO:0005524; GO:0006541; GO:0044210; GO:0046872
A2BLX1	Hbut_1145	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
A2BJJ3	Hbut_0282	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0015238; GO:0015297; GO:0016021
Q9V1M2	PAB2078	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9YC29	APE_1422	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021; GO:0016651; GO:0048038; GO:0051287
A2BJ45	Hbut_0131	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
I6UYZ2	taw3 PFC_04715	Pyrococcus furiosus COM1	GO:0008175; GO:0031591
Q8TVH1	nadE MK1418	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003952; GO:0005524; GO:0008795; GO:0009435
G0EEK3	Pyrfu_0956	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9UZ33	bpsA PAB0872	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005737; GO:0006596; GO:0008168; GO:0016765
G0EDK5	eif1a Pyrfu_1956	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003743
G0ECX7	Pyrfu_1844	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9YCN2	metC APE_1226	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004123; GO:0030170; GO:0044540; GO:0080146
Q8TYY0	pssA MK0161	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008654; GO:0016021; GO:0016780
G0EH01	Pyrfu_0581	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9YFW9	APE_0131.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
I6U7G4	PFC_04975	Pyrococcus furiosus COM1	GO:0016021
A2BLS5	Hbut_1093	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
A2BJM6	hypA Hbut_0315	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0006464; GO:0016151
I6TV44	PFC_01030	Pyrococcus furiosus COM1	
G0EFV2	Pyrfu_1190	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9V2I7	PAB2287	Pyrococcus abyssi (strain GE5 / Orsay)	
Q8TV18	hys2 polB MK1583	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0000738; GO:0003677; GO:0003887; GO:0006261; GO:0008408
Q9UZ52	PAB1516	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524
G0EGT8	Pyrfu_1378	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6U9A1	PFC_08835	Pyrococcus furiosus COM1	
A2BM34	Hbut_1211	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000309; GO:0005524; GO:0005737; GO:0009435
Q9V0X0	drrA-1 PAB1923	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0016887; GO:0043215; GO:1900753
G0EFQ7	Pyrfu_0356	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BLC0	nnr Hbut_0933	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005524; GO:0008152; GO:0016853; GO:0046872; GO:0052855
Q8U067	PF1734	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003700; GO:0005622; GO:0006351; GO:0043565
Q9UZD9	PAB0807	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BN97	priS priA Hbut_1644	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003896; GO:0046872; GO:1990077
Q8TZ81	rpoL MK0058	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003677; GO:0003899; GO:0006351; GO:0046983
Q8TH22	cca PF0026	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0001680; GO:0003723; GO:0005524; GO:0016437; GO:0042245; GO:0046872; GO:0052927; GO:0052928; GO:0052929
P94948	MK0008	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BKS5	Hbut_0732	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016625
P49067	amyA PF0272	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004556; GO:0005975; GO:0030246
Q9YBY3	lysK APE_1467.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005737; GO:0006526; GO:0008237; GO:0008270; GO:0016811; GO:0019878; GO:0050897
Q9YBJ6	APE_1602.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004674; GO:0005524
Q8TYC9	MK0373	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0005525
Q9YAK0	APE_1940.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016853; GO:0097367; GO:1901135
Q9V0L7	PAB0521	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9UZU0	PAB1668	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0016887
A2BIZ6	Hbut_0081	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
U3TE86	ACAM_0160	Aeropyrum camini SY1 = JCM 12091	GO:0004222; GO:0016021
Q8TWN6	MK0996	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9YAP7	APE_1896.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005524; GO:0006810
Q8TW34	MK1203	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BIZ9	Hbut_0084	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TZ44	MK0095	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008168
I6U9I5	PFC_09370	Pyrococcus furiosus COM1	GO:0016021
G0EH62	Pyrfu_1428	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003857; GO:0006631
Q9YEX4	APE_0459	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677; GO:0006355
Q9V135	top6B PYRAB05940 PAB0407	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0003918; GO:0005524; GO:0006265
Q9UY85	PAB1284	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003676; GO:0031072; GO:0046872; GO:0051082
C6A189	TSIB_0318	Thermococcus sibiricus (strain MM 739 / DSM 12597)	GO:0016491
G0EGP5	Pyrfu_1335	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
G0ECA1	Pyrfu_1614	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BLG1	Hbut_0974	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EGP2	Pyrfu_1332	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q8TZ93	MK0044	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003824; GO:0051536
G0EEG1	Pyrfu_0130	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9Y9J9	APE_2289.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q8TYP0	MK0253	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BKF2	Hbut_0604	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EH54	Pyrfu_1420	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
Q05DY5	APE_2086a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G0EH49	Pyrfu_1415	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
Q8TX44	ilvC MK0832	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0000166; GO:0004455; GO:0009097; GO:0009099; GO:0046872
G0ECX8	Pyrfu_1845	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008237
