Entry	Gene names	Organism	Gene ontology IDs
O28932	AF_1337	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003676; GO:0031072; GO:0046872; GO:0051082
M1IZ12	SacRon12I_00125	Sulfolobus acidocaldarius Ron12/I	
O27977	AF_2307	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004357; GO:0042398
A0A1M6QET3	SAMN05444391_0208	Thermocrinis minervae	
A0A1M6QFW2	rsmG SAMN05444391_0222	Thermocrinis minervae	GO:0005737; GO:0070043
A0A075WHI0	hel308 AFULGI_00025380	Archaeoglobus fulgidus DSM 8774	GO:0003677; GO:0004386; GO:0005524; GO:0006281
A0A1M6R637	hslV SAMN05444391_0526	Thermocrinis minervae	GO:0004298; GO:0005839; GO:0009376; GO:0046872; GO:0051603
Q9X1X5	TM_1640	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004355; GO:0005737; GO:0016491; GO:0051536
M1JCL6	SacRon12I_06170	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0006099; GO:0016874; GO:0046872
W0DBA9	guaB THERU_01380	Thermocrinis ruber	GO:0000166; GO:0003938; GO:0006177; GO:0046872
M1I1S0	SacN8_01335	Sulfolobus acidocaldarius N8	GO:0008972; GO:0009228
D3S228	Ferp_2407	Ferroglobus placidus (strain DSM 10642 / AEDII12DO)	
O29898	AF_0349	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006950
Q9WZU1	TM_0837	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0006810
Q58498	MJ1098	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004519
Q4JBZ1	rbsK Saci_0272	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004747; GO:0005524; GO:0005737; GO:0019303; GO:0046872
M1IWX4	SacN8_08845	Sulfolobus acidocaldarius N8	
A0A101DF13	XD40_0466 XD48_2376	Archaeoglobus fulgidus	
O67485	aq_1525	Aquifex aeolicus (strain VF5)	
W0DHP5	THERU_07530	Thermocrinis ruber	GO:0004070; GO:0006207; GO:0006520; GO:0016597
A0A1M6QQC7	SAMN05444391_0336	Thermocrinis minervae	
O67880	rfaG aq_2115	Aquifex aeolicus (strain VF5)	GO:0016757
M1IVJ0	SacN8_06080	Sulfolobus acidocaldarius N8	GO:0004163; GO:0005524; GO:0005829; GO:0019287
O67460	aq_1484	Aquifex aeolicus (strain VF5)	GO:0003690; GO:0005975; GO:0019201; GO:0046403; GO:0046404; GO:0098504; GO:0098506
A0A1M6TM79	SAMN05444391_1520	Thermocrinis minervae	GO:0005524; GO:0016887
O29349	AF_0913	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
A0A1M6TM20	lysS SAMN05444391_1517	Thermocrinis minervae	GO:0000287; GO:0003676; GO:0004824; GO:0005524; GO:0005737; GO:0006430
E3GXT8	Mfer_0317	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0017150; GO:0050660
Q57930	tbp MJ0507	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003677; GO:0006352; GO:0006355
M1I584	SacN8_06540	Sulfolobus acidocaldarius N8	GO:0003743; GO:0006355; GO:0017025; GO:0070897
M1J4Q5	SacRon12I_10975	Sulfolobus acidocaldarius Ron12/I	GO:0016491; GO:0020037; GO:0051536
W0DG43	THERU_05500	Thermocrinis ruber	GO:0003824
O67734	aq_1894	Aquifex aeolicus (strain VF5)	GO:0016021; GO:0042834
O28965	tpiA AF_1304	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0006098
W0DDL1	THERU_08230	Thermocrinis ruber	GO:0003677; GO:0003700
E3GZG1	mvk Mfer_0895	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000287; GO:0004496; GO:0005524; GO:0005737; GO:0019287
Q9X1P9	TM_1563	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005623; GO:0008381; GO:0009992; GO:0016021
W0DGX6	rpoB THERU_07300	Thermocrinis ruber	GO:0003677; GO:0003899; GO:0006351; GO:0032549
P38519	rpsQ TM_1491	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003735; GO:0006412; GO:0019843; GO:0022627
M1I7P6	SacN8_10140	Sulfolobus acidocaldarius N8	GO:0016021
W0DC20	THERU_02850	Thermocrinis ruber	GO:0006777
Q58568	fwdD MJ1168	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016491; GO:0030151
M1IA99	SacRon12I_02390	Sulfolobus acidocaldarius Ron12/I	GO:0003700
E3GWQ1	Mfer_1184	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003743; GO:0019284; GO:0046523
E3GYM8	Mfer_0611	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524
Q4J7T6	Saci_1838	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0018492
Q4JBL4	Saci_0399	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0009236; GO:0016852; GO:0016993
Q57925	aroA MJ0502	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003866; GO:0005737; GO:0009073; GO:0009423
O28125	AF_2157	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004113; GO:0008664
M1J815	SacN8_10150	Sulfolobus acidocaldarius N8	GO:0004129; GO:0005506; GO:0009060; GO:0016021; GO:0020037; GO:0070469
O28554	AF_1720	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660
O29600	AF_0657	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021
O66795	aq_506	Aquifex aeolicus (strain VF5)	GO:0009103; GO:0016021
M1J2U0	SacRon12I_07640	Sulfolobus acidocaldarius Ron12/I	
O28199	AF_2080	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O67901	aq_2145	Aquifex aeolicus (strain VF5)	GO:0016021
O28910	AF_1361	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q9WZG6	rsmG TM_0707	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005737; GO:0008649
E3GWZ9	Mfer_0084	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003824; GO:0051536
Q58793	MJ1398	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003677; GO:0003700; GO:0006351
B9K9Z3	CTN_1600	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E)	GO:0003700
D2C478	Tnap_1450	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	
Q9X113	TM_1287	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0030145; GO:0033609; GO:0042802; GO:0042803; GO:0046564
M1J134	SacRon12I_10530	Sulfolobus acidocaldarius Ron12/I	GO:0005215; GO:0016021; GO:0055085
O29027	hemL AF_1241	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286
A0A075WHV2	AFULGI_00020240	Archaeoglobus fulgidus DSM 8774	GO:0051536
O29602	AF_0655	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008237
Q9WY66	TM_0223	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003723
M1IRI1	SacN8_00090	Sulfolobus acidocaldarius N8	GO:0008152; GO:0016787
W0DFP3	hemC THERU_02295	Thermocrinis ruber	GO:0004418; GO:0006782; GO:0018160
O66707	aq_386	Aquifex aeolicus (strain VF5)	
O29083	AF_1184	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000155; GO:0005622; GO:0006355
O28132	moaC AF_2150	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006777; GO:0061799
O29545	AF_0713	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000105; GO:0016853
E3GY67	ndk Mfer_0449	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872
M1I407	SacN8_04760	Sulfolobus acidocaldarius N8	GO:0000104; GO:0006099; GO:0009055; GO:0051537
Q9X091	TM_0996	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
A0A1M6SM66	mutS2 SAMN05444391_1081	Thermocrinis minervae	GO:0004519; GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0045910
E3GYJ1	Mfer_0574	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016853
O28918	AF_1353	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
P16142	mdh Mfer_0389	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005737; GO:0006099; GO:0030060; GO:0046554; GO:0102155
A0A0A6MYS2	Mc24_04495	Thermotoga sp. Mc24	GO:0006355; GO:0009607
Q9WY78	murF TM_0236	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0009252; GO:0047480; GO:0051301; GO:0071555
Q9X0I7	TM_1103	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016491; GO:0051536
A0A1M6QLD9	SAMN05444391_0281	Thermocrinis minervae	GO:0005215
M1IRG9	SacN8_00040	Sulfolobus acidocaldarius N8	GO:0006807; GO:0016810
O66670	aq_338	Aquifex aeolicus (strain VF5)	GO:0008168; GO:0016021
M1IS51	rps13p rps13 SacN8_00375	Sulfolobus acidocaldarius N8	GO:0003735; GO:0005840; GO:0006412; GO:0019843
M1I926	SacRon12I_00660	Sulfolobus acidocaldarius Ron12/I	GO:0004190; GO:0016021
A0A1M6T5R3	SAMN05444391_1315	Thermocrinis minervae	GO:0016021
Q58214	MJ0804	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003824; GO:0046872; GO:0051539
E3GX18	Mfer_0104	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000287; GO:0005975; GO:0008967
A0A1M6T7L2	SAMN05444391_1336	Thermocrinis minervae	
Q58482	MJ1082	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
M1IMU9	SacN8_01430	Sulfolobus acidocaldarius N8	GO:0016491
O67504	cycB2 aq_1550	Aquifex aeolicus (strain VF5)	GO:0005506; GO:0009055; GO:0020037
A0A1M6REF4	nuoC SAMN05444391_0617	Thermocrinis minervae	GO:0005737; GO:0005886; GO:0006810; GO:0008137; GO:0030964; GO:0048038; GO:0051287
A0A1M6Q900	fabZ SAMN05444391_0127	Thermocrinis minervae	GO:0005737; GO:0006633; GO:0009245; GO:0047451
M1IYR4	SacN8_11150	Sulfolobus acidocaldarius N8	GO:0016491; GO:0050660
M1IUL0	SacRon12I_00105	Sulfolobus acidocaldarius Ron12/I	
O28414	AF_1865	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q58166	MJ0756	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
O30198	cobS1 AF_0037	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0008818; GO:0009236; GO:0016021; GO:0051073
A0A1M6QSI9	SAMN05444391_0372	Thermocrinis minervae	GO:0003824; GO:0008152
O28011	AF_2273	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003857; GO:0006631; GO:0016021
E3GX70	nac Mfer_1279	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003723; GO:0015031
O29912	pcn AF_0335	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0006260; GO:0006275; GO:0030337
W0DEY3	THERU_01755	Thermocrinis ruber	GO:0003824; GO:0046872
O28325	AF_1954	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004040
A0A0U3HEL9	ATY89_04450 ATZ20_07475	Sulfolobus acidocaldarius	GO:0008152; GO:0008410
W0DCI7	THERU_05965	Thermocrinis ruber	
A0A1M6RPW6	SAMN05444391_0725	Thermocrinis minervae	GO:0003952; GO:0005524; GO:0009435; GO:0016810
Q4JA20	Saci_1002	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016021
O28296	AF_1983	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021; GO:0030001; GO:0046872
A0A101DBN8	XD40_2210	Archaeoglobus fulgidus	GO:0016740
O29990	AF_0249	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O67467	ogt aq_1495	Aquifex aeolicus (strain VF5)	GO:0003908; GO:0006307
Q59075	MJ1681	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0046872; GO:0051539
W0DCW4	THERU_05060	Thermocrinis ruber	GO:0016788
A0A1M6S841	SAMN05444391_0918	Thermocrinis minervae	GO:0032324
P39465	gnpTA Saci_0093	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003975; GO:0005886; GO:0008963; GO:0016021; GO:0016757
A0A1M6Q7V8	SAMN05444391_0110	Thermocrinis minervae	GO:0009294
A0A0B5L038	grpE TRQ7_00390	Thermotoga sp. RQ7	GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087
A0A1M6R616	pyrG SAMN05444391_0525	Thermocrinis minervae	GO:0003883; GO:0005524; GO:0006541; GO:0044210; GO:0046872
Q9X2C1	TM_1801	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
O30191	AF_0045	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016757
Q58758	MJ1363	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0046872; GO:0051539; GO:0055114
E3GZ06	Mfer_0739	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0015948; GO:0051186; GO:0051912
Q9X0X4	purF TM_1247	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000287; GO:0004044; GO:0006189; GO:0006541; GO:0009113; GO:0009116; GO:0051539
O29133	eno AF_1132	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986
A0A1M6RT25	SAMN05444391_0759	Thermocrinis minervae	
G4FG18	glmU Tmari_1638	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009103; GO:0009245; GO:0009252; GO:0019134; GO:0071555
A0A1M6TG79	purK SAMN05444391_1448	Thermocrinis minervae	GO:0004638; GO:0005524; GO:0006189; GO:0034028; GO:0046872
Q58631	cas6b MJ1234	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004519; GO:0051607
Q9X0Z0	TM_1263	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005886; GO:0006810; GO:0016021
E3GWR5	Mfer_1198	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004795; GO:0009088; GO:0030170
M1JFH7	SacRon12I_11005	Sulfolobus acidocaldarius Ron12/I	GO:0008152; GO:0016874
M1IF33	SacRon12I_09130	Sulfolobus acidocaldarius Ron12/I	
Q57823	cas1 MJ0378	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003677; GO:0004520; GO:0043571; GO:0046872; GO:0051607
O28097	sucC2 AF_2186	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004775; GO:0005524; GO:0006099; GO:0046872
O66781	fnr aq_490	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0006351; GO:0006355
E3GY32	Mfer_0412	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004176; GO:0004252; GO:0005524; GO:0016021; GO:0030163
M1JA05	SacRon12I_01670	Sulfolobus acidocaldarius Ron12/I	
O28270	AF_2009	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003824; GO:0051536
D2RE94	Arcpr_1389	Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18)	
W0DGF7	THERU_04955	Thermocrinis ruber	
M1IX69	SacRon12I_04090	Sulfolobus acidocaldarius Ron12/I	
Q58991	aksF icd MJ1596	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000287; GO:0003862; GO:0009098; GO:0019298; GO:0047046; GO:0051287
M1IDF1	SacRon12I_06965	Sulfolobus acidocaldarius Ron12/I	
Q57991	MJ0571	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004072; GO:0005524; GO:0005737; GO:0009088; GO:0009089; GO:0016597
Q58173	MJ0763	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
A0A0U2NEW2	ATY89_03095 ATZ20_06120	Sulfolobus acidocaldarius	GO:0003899
A0A1M6QGI5	gyrB SAMN05444391_0229	Thermocrinis minervae	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872
Q57941	MJ0521	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
A0A1M6R0C4	SAMN05444391_0463	Thermocrinis minervae	
W0DFK2	THERU_02900	Thermocrinis ruber	
W0DDQ4	THERU_00730	Thermocrinis ruber	GO:0005576; GO:0007155; GO:0009424
Q9X233	nrdR TM_1707	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0005524; GO:0006351; GO:0008270; GO:0045892
M1IZ73	SacRon12I_00450	Sulfolobus acidocaldarius Ron12/I	GO:0008152; GO:0016787
Q57753	MJ0305	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005247; GO:0005886; GO:0034707
A0A1M6Q423	ftsA SAMN05444391_0066	Thermocrinis minervae	GO:0009898; GO:0032153; GO:0043093
Q59072	MJ1678	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0006412; GO:0043766
M1IMH3	SacN8_00830	Sulfolobus acidocaldarius N8	
O29426	AF_0832	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016491; GO:0046872
E3GWW4	kdpA Mfer_0049	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005887; GO:0008556; GO:0030955
E3GYR7	rpoA2 Mfer_0650	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003677; GO:0003899; GO:0006351
E3GX83	Mfer_1292	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0016887
E3GZD1	rps4e Mfer_0865	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003723; GO:0003735; GO:0005840; GO:0006412
M1ITX4	rps24e SacN8_04140	Sulfolobus acidocaldarius N8	GO:0003735; GO:0005840; GO:0006412
A0A1M6RFS8	SAMN05444391_0633	Thermocrinis minervae	GO:0004784; GO:0046872
Q4JA55	Saci_0963	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003985; GO:0008152
A0A1M6TJL1	SAMN05444391_1484	Thermocrinis minervae	GO:0016021
T2GJS9	MTCT_0982	Methanothermobacter sp. CaT2	
A0A124F843	XD40_1247 XD48_1413	Archaeoglobus fulgidus	GO:0003910; GO:0005524; GO:0006281; GO:0006310
W0DHT9	THERU_07780	Thermocrinis ruber	GO:0005524; GO:0016887
M1IUY8	gdh SacN8_05250	Sulfolobus acidocaldarius N8	GO:0005536; GO:0008270; GO:0019595; GO:0047936; GO:0070401; GO:0070403
G4FEA7	Tmari_1246	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005525
W0DI55	pheT THERU_08190	Thermocrinis ruber	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
E3GY89	Mfer_0471	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O67569	rplX aq_1653	Aquifex aeolicus (strain VF5)	GO:0003735; GO:0006412; GO:0019843; GO:0022625
W0DGG3	THERU_04980	Thermocrinis ruber	GO:0005886; GO:0016021
A0A1M6SX74	SAMN05444391_1202	Thermocrinis minervae	
E3GW46	Mfer_1016	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
Q58538	MJ1138	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0009269; GO:0016021
A0A1M6T448	ddl SAMN05444391_1295	Thermocrinis minervae	GO:0005524; GO:0005737; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
E3GXZ2	pheT Mfer_0372	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
Q9WXT3	TM_0078	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0016887
A0A0F6AL55	TRQ2_0905	Thermotoga sp. (strain RQ2)	GO:0004156; GO:0009396
A0A1M6SWV9	lgt SAMN05444391_1199	Thermocrinis minervae	GO:0005886; GO:0008961; GO:0009249; GO:0016021; GO:0042158
A0A101ERG5	pyrD XD57_0485	Thermotoga naphthophila	GO:0004152; GO:0005737; GO:0006207; GO:0044205
E3GVZ6	leuC Mfer_0965	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003861; GO:0009098; GO:0046872; GO:0051539
W0DHP0	THERU_07505	Thermocrinis ruber	
Q4J9G7	Saci_1217	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016021
Q57851	mptD MJ0408	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004150; GO:0102083
O67939	uppP bacA upk aq_2195	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0008360; GO:0009252; GO:0016021; GO:0016311; GO:0046677; GO:0050380; GO:0071555
O67062	aq_917	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0016021
O28274	AF_2005	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003824; GO:0006777
M1J5R4	SacN8_06325	Sulfolobus acidocaldarius N8	GO:0016021
O66734	gspG aq_418	Aquifex aeolicus (strain VF5)	GO:0008565; GO:0015627; GO:0015628; GO:0016021
M1IVY6	SacRon12I_02155	Sulfolobus acidocaldarius Ron12/I	GO:0016021
O67163	cysS aq_1068	Aquifex aeolicus (strain VF5)	GO:0004817; GO:0005524; GO:0005829; GO:0006423; GO:0046872
Q58959	MJ1564	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
O29006	AF_1262	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0010181; GO:0016491
B9K7Y7	greA CTN_0894	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E)	GO:0003677; GO:0006351; GO:0032784; GO:0070063
O28907	AF_1364	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005525
Q9X1Y4	TM_1651	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003746; GO:0003924; GO:0005525; GO:0005622
O66971	tly aq_773	Aquifex aeolicus (strain VF5)	GO:0003723; GO:0008168
